,subject,problem,choice,group,samplesize
0,1,0,1,happy,12
1,1,1,0,happy,10
2,1,2,1,happy,10
3,1,3,0,happy,10
4,1,4,0,happy,12
5,1,5,1,happy,19
6,1,6,0,happy,21
7,1,7,0,happy,15
8,1,8,0,happy,17
9,2,0,1,happy,14
10,2,1,0,happy,61
11,2,2,0,happy,14
12,2,3,1,happy,10
13,2,4,0,happy,21
14,2,5,1,happy,5
15,2,6,1,happy,4
16,2,7,0,happy,73
17,2,8,1,happy,43
18,3,0,0,happy,21
19,3,1,0,happy,25
20,3,2,0,happy,16
21,3,3,0,happy,11
22,3,4,1,happy,8
23,3,5,0,happy,14
24,3,6,1,happy,12
25,3,7,0,happy,3
26,3,8,0,happy,26
27,4,0,1,happy,35
28,4,1,0,happy,41
29,4,2,1,happy,72
30,4,3,0,happy,66
31,4,4,1,happy,65
32,4,5,0,happy,34
33,4,6,1,happy,33
34,4,7,1,happy,61
35,4,8,1,happy,69
36,5,0,0,happy,28
37,5,1,0,happy,36
38,5,2,0,happy,49
39,5,3,0,happy,40
40,5,4,0,happy,65
41,5,5,1,happy,24
42,5,6,0,happy,27
43,5,7,0,happy,17
44,5,8,1,happy,12
45,6,0,1,happy,19
46,6,1,0,happy,55
47,6,2,0,happy,87
48,6,3,0,happy,23
49,6,4,0,happy,69
50,6,5,0,happy,37
51,6,6,0,happy,25
52,6,7,0,happy,45
53,6,8,0,happy,38
54,7,0,0,happy,71
55,7,1,0,happy,65
56,7,2,1,happy,56
57,7,3,0,happy,109
58,7,4,0,happy,97
59,7,5,1,happy,48
60,7,6,0,happy,96
61,7,7,0,happy,110
62,7,8,1,happy,46
63,8,0,1,happy,40
64,8,1,0,happy,40
65,8,2,0,happy,40
66,8,3,0,happy,40
67,8,4,0,happy,40
68,8,5,1,happy,42
69,8,6,0,happy,40
70,8,7,0,happy,40
71,8,8,0,happy,40
72,9,0,0,happy,26
73,9,1,0,happy,39
74,9,2,0,happy,26
75,9,3,0,happy,30
76,9,4,1,happy,39
77,9,5,1,happy,18
78,9,6,0,happy,25
79,9,7,1,happy,31
80,9,8,0,happy,26
81,10,0,1,happy,41
82,10,1,0,happy,32
83,10,2,0,happy,52
84,10,3,0,happy,43
85,10,4,1,happy,79
86,10,5,1,happy,39
87,10,6,1,happy,45
88,10,7,0,happy,38
89,10,8,1,happy,48
90,11,0,1,happy,45
91,11,1,0,happy,42
92,11,2,0,happy,71
93,11,3,0,happy,90
94,11,4,0,happy,51
95,11,5,0,happy,7
96,11,6,1,happy,8
97,11,7,0,happy,21
98,11,8,0,happy,10
99,12,0,1,happy,16
100,12,1,0,happy,12
101,12,2,0,happy,14
102,12,3,0,happy,6
103,12,4,1,happy,16
104,12,5,0,happy,8
105,12,6,1,happy,11
106,12,7,1,happy,14
107,12,8,1,happy,11
108,13,0,1,happy,6
109,13,1,1,happy,14
110,13,2,1,happy,29
111,13,3,1,happy,12
112,13,4,0,happy,22
113,13,5,1,happy,12
114,13,6,1,happy,12
115,13,7,0,happy,29
116,13,8,0,happy,14
117,14,0,1,happy,13
118,14,1,0,happy,13
119,14,2,0,happy,20
120,14,3,1,happy,10
121,14,4,0,happy,15
122,14,5,0,happy,13
123,14,6,1,happy,15
124,14,7,0,happy,18
125,14,8,0,happy,12
126,15,0,0,happy,72
127,15,1,0,happy,32
128,15,2,0,happy,39
129,15,3,1,happy,42
130,15,4,0,happy,42
131,15,5,1,happy,34
132,15,6,0,happy,33
133,15,7,0,happy,30
134,15,8,0,happy,41
135,16,0,0,happy,12
136,16,1,1,happy,40
137,16,2,0,happy,10
138,16,3,1,happy,18
139,16,4,0,happy,11
140,16,5,0,happy,37
141,16,6,1,happy,24
142,16,7,1,happy,33
143,16,8,1,happy,14
144,17,0,0,happy,28
145,17,1,0,happy,16
146,17,2,0,happy,16
147,17,3,1,happy,20
148,17,4,1,happy,16
149,17,5,1,happy,14
150,17,6,0,happy,8
151,17,7,1,happy,24
152,17,8,1,happy,29
153,18,0,1,happy,268
154,18,1,0,happy,10
155,18,2,0,happy,18
156,18,3,0,happy,12
157,18,4,0,happy,8
158,18,5,0,happy,9
159,18,6,0,happy,7
160,18,7,0,happy,8
161,18,8,1,happy,14
162,19,0,0,happy,38
163,19,1,0,happy,51
164,19,2,1,happy,10
165,19,3,0,happy,39
166,19,4,0,happy,41
167,19,5,0,happy,39
168,19,6,0,happy,8
169,19,7,0,happy,67
170,19,8,0,happy,25
171,20,0,1,happy,8
172,20,1,0,happy,14
173,20,2,0,happy,17
174,20,3,0,happy,14
175,20,4,0,happy,9
176,20,5,0,happy,22
177,20,6,0,happy,10
178,20,7,1,happy,19
179,20,8,1,happy,9
180,21,0,0,happy,32
181,21,1,0,happy,40
182,21,2,0,happy,58
183,21,3,0,happy,28
184,21,4,0,happy,46
185,21,5,1,happy,26
186,21,6,0,happy,48
187,21,7,0,happy,39
188,21,8,0,happy,54
189,22,0,0,happy,29
190,22,1,1,happy,55
191,22,2,0,happy,30
192,22,3,0,happy,29
193,22,4,0,happy,64
194,22,5,1,happy,25
195,22,6,0,happy,28
196,22,7,0,happy,31
197,22,8,1,happy,36
198,23,0,1,happy,38
199,23,1,0,happy,30
200,23,2,0,happy,13
201,23,3,0,happy,43
202,23,4,0,happy,13
203,23,5,0,happy,5
204,23,6,1,happy,23
205,23,7,0,happy,42
206,23,8,1,happy,23
207,24,0,0,happy,4
208,24,1,1,happy,3
209,24,2,1,happy,3
210,24,3,1,happy,4
211,24,4,0,happy,4
212,24,5,1,happy,4
213,24,6,1,happy,4
214,24,7,0,happy,3
215,24,8,0,happy,8
216,25,0,0,happy,31
217,25,1,0,happy,63
218,25,2,0,happy,42
219,25,3,0,happy,8
220,25,4,0,happy,49
221,25,5,1,happy,93
222,25,6,0,happy,54
223,25,7,0,happy,71
224,25,8,1,happy,51
225,26,0,1,happy,26
226,26,1,0,happy,52
227,26,2,1,happy,34
228,26,3,0,happy,21
229,26,4,0,happy,41
230,26,5,0,happy,10
231,26,6,0,happy,7
232,26,7,0,happy,37
233,26,8,1,happy,8
234,27,0,0,happy,37
235,27,1,0,happy,183
236,27,2,1,happy,99
237,27,3,0,happy,149
238,27,4,1,happy,257
239,27,5,1,happy,37
240,27,6,0,happy,168
241,27,7,0,happy,64
242,27,8,1,happy,118
243,1,0,1,sad,7
244,1,1,0,sad,11
245,1,2,1,sad,13
246,1,3,0,sad,5
247,1,4,1,sad,17
248,1,5,0,sad,14
249,1,6,0,sad,3
250,1,7,0,sad,8
251,1,8,1,sad,18
252,2,0,0,sad,59
253,2,1,0,sad,85
254,2,2,0,sad,82
255,2,3,0,sad,87
256,2,4,0,sad,102
257,2,5,1,sad,96
258,2,6,0,sad,124
259,2,7,0,sad,196
260,2,8,1,sad,112
261,3,0,1,sad,85
262,3,1,0,sad,89
263,3,2,1,sad,72
264,3,3,0,sad,54
265,3,4,1,sad,41
266,3,5,1,sad,43
267,3,6,1,sad,90
268,3,7,1,sad,55
269,3,8,0,sad,36
270,4,0,1,sad,53
271,4,1,0,sad,53
272,4,2,1,sad,198
273,4,3,1,sad,114
274,4,4,1,sad,37
275,4,5,1,sad,68
276,4,6,1,sad,70
277,4,7,0,sad,81
278,4,8,0,sad,88
279,5,0,0,sad,45
280,5,1,0,sad,24
281,5,2,0,sad,24
282,5,3,0,sad,30
283,5,4,0,sad,41
284,5,5,1,sad,20
285,5,6,1,sad,27
286,5,7,0,sad,27
287,5,8,1,sad,31
288,6,0,1,sad,21
289,6,1,0,sad,19
290,6,2,0,sad,20
291,6,3,0,sad,33
292,6,4,1,sad,20
293,6,5,1,sad,19
294,6,6,0,sad,33
295,6,7,0,sad,51
296,6,8,1,sad,22
297,7,0,1,sad,15
298,7,1,0,sad,8
299,7,2,0,sad,22
300,7,3,0,sad,5
301,7,4,1,sad,40
302,7,5,0,sad,31
303,7,6,1,sad,11
304,7,7,1,sad,42
305,7,8,1,sad,21
306,8,0,0,sad,29
307,8,1,1,sad,46
308,8,2,1,sad,54
309,8,3,0,sad,38
310,8,4,0,sad,40
311,8,5,1,sad,21
312,8,6,0,sad,38
313,8,7,1,sad,84
314,8,8,0,sad,56
315,9,0,1,sad,4
316,9,1,0,sad,4
317,9,2,0,sad,18
318,9,3,0,sad,2
319,9,4,0,sad,5
320,9,5,0,sad,4
321,9,6,0,sad,2
322,9,7,1,sad,4
323,9,8,0,sad,9
324,10,0,1,sad,20
325,10,1,0,sad,31
326,10,2,0,sad,20
327,10,3,0,sad,20
328,10,4,0,sad,40
329,10,5,1,sad,30
330,10,6,0,sad,21
331,10,7,1,sad,40
332,10,8,0,sad,20
333,11,0,0,sad,48
334,11,1,0,sad,26
335,11,2,0,sad,32
336,11,3,0,sad,27
337,11,4,0,sad,26
338,11,5,1,sad,28
339,11,6,0,sad,43
340,11,7,1,sad,37
341,11,8,0,sad,13
342,12,0,1,sad,10
343,12,1,0,sad,14
344,12,2,1,sad,8
345,12,3,0,sad,22
346,12,4,0,sad,18
347,12,5,0,sad,19
348,12,6,0,sad,19
349,12,7,1,sad,15
350,12,8,0,sad,29
351,13,0,1,sad,5
352,13,1,0,sad,11
353,13,2,0,sad,25
354,13,3,0,sad,7
355,13,4,0,sad,8
356,13,5,0,sad,4
357,13,6,1,sad,12
358,13,7,1,sad,20
359,13,8,0,sad,10
360,14,0,1,sad,18
361,14,1,1,sad,16
362,14,2,1,sad,16
363,14,3,0,sad,4
364,14,4,0,sad,8
365,14,5,0,sad,18
366,14,6,0,sad,9
367,14,7,0,sad,4
368,14,8,1,sad,13
369,15,0,0,sad,101
370,15,1,1,sad,95
371,15,2,0,sad,76
372,15,3,0,sad,163
373,15,4,0,sad,63
374,15,5,1,sad,65
375,15,6,0,sad,48
376,15,7,1,sad,42
377,15,8,1,sad,53
378,16,0,0,sad,46
379,16,1,0,sad,41
380,16,2,0,sad,54
381,16,3,0,sad,59
382,16,4,1,sad,67
383,16,5,1,sad,58
384,16,6,0,sad,73
385,16,7,1,sad,72
386,16,8,1,sad,68
387,17,0,1,sad,16
388,17,1,0,sad,17
389,17,2,0,sad,26
390,17,3,0,sad,40
391,17,4,0,sad,24
392,17,5,1,sad,32
393,17,6,0,sad,37
394,17,7,1,sad,40
395,17,8,1,sad,36
396,18,0,0,sad,60
397,18,1,1,sad,51
398,18,2,0,sad,60
399,18,3,1,sad,70
400,18,4,0,sad,62
401,18,5,1,sad,57
402,18,6,0,sad,83
403,18,7,1,sad,59
404,18,8,0,sad,65
405,19,0,0,sad,11
406,19,1,0,sad,10
407,19,2,0,sad,25
408,19,3,0,sad,40
409,19,4,1,sad,70
410,19,5,1,sad,41
411,19,6,1,sad,14
412,19,7,0,sad,41
413,19,8,0,sad,69
414,20,0,1,sad,20
415,20,1,0,sad,7
416,20,2,0,sad,32
417,20,3,1,sad,24
418,20,4,1,sad,10
419,20,5,0,sad,22
420,20,6,1,sad,29
421,20,7,0,sad,36
422,20,8,0,sad,25
423,21,0,1,sad,16
424,21,1,0,sad,12
425,21,2,0,sad,34
426,21,3,1,sad,9
427,21,4,0,sad,11
428,21,5,1,sad,19
429,21,6,1,sad,28
430,21,7,1,sad,12
431,21,8,0,sad,21
432,22,0,0,sad,47
433,22,1,0,sad,133
434,22,2,0,sad,84
435,22,3,0,sad,66
436,22,4,0,sad,144
437,22,5,1,sad,76
438,22,6,1,sad,115
439,22,7,0,sad,155
440,22,8,1,sad,136
441,23,0,0,sad,69
442,23,1,0,sad,58
443,23,2,0,sad,79
444,23,3,1,sad,226
445,23,4,0,sad,73
446,23,5,1,sad,26
447,23,6,1,sad,50
448,23,7,1,sad,34
449,23,8,0,sad,64
450,24,0,0,sad,34
451,24,1,0,sad,54
452,24,2,0,sad,29
453,24,3,0,sad,50
454,24,4,0,sad,72
455,24,5,1,sad,24
456,24,6,0,sad,42
457,24,7,0,sad,37
458,24,8,0,sad,50
459,25,0,1,sad,14
460,25,1,0,sad,29
461,25,2,0,sad,29
462,25,3,0,sad,20
463,25,4,0,sad,55
464,25,5,1,sad,23
465,25,6,0,sad,10
466,25,7,1,sad,34
467,25,8,1,sad,17
468,26,0,1,sad,29
469,26,1,0,sad,21
470,26,2,0,sad,8
471,26,3,0,sad,36
472,26,4,0,sad,37
473,26,5,0,sad,78
474,26,6,0,sad,107
475,26,7,1,sad,12
476,26,8,0,sad,42
477,27,0,0,sad,31
478,27,1,0,sad,77
479,27,2,0,sad,43
480,27,3,1,sad,27
481,27,4,0,sad,65
482,27,5,1,sad,56
483,27,6,0,sad,71
484,27,7,0,sad,51
485,27,8,0,sad,50
486,28,0,0,sad,27
487,28,1,0,sad,17
488,28,2,0,sad,32
489,28,3,0,sad,22
490,28,4,0,sad,67
491,28,5,1,sad,27
492,28,6,0,sad,33
493,28,7,1,sad,24
494,28,8,0,sad,21
495,1,0,0,fearful,32
496,1,1,0,fearful,64
497,1,2,0,fearful,59
498,1,3,0,fearful,41
499,1,4,0,fearful,95
500,1,5,1,fearful,45
501,1,6,0,fearful,44
502,1,7,1,fearful,45
503,1,8,1,fearful,63
504,2,0,1,fearful,12
505,2,1,0,fearful,6
506,2,2,0,fearful,33
507,2,3,1,fearful,46
508,2,4,0,fearful,37
509,2,5,0,fearful,30
510,2,6,1,fearful,31
511,2,7,0,fearful,11
512,2,8,1,fearful,18
513,3,0,0,fearful,34
514,3,1,0,fearful,32
515,3,2,0,fearful,31
516,3,3,1,fearful,28
517,3,4,1,fearful,26
518,3,5,1,fearful,32
519,3,6,0,fearful,29
520,3,7,1,fearful,37
521,3,8,0,fearful,26
522,4,0,1,fearful,21
523,4,1,0,fearful,203
524,4,2,0,fearful,130
525,4,3,0,fearful,57
526,4,4,0,fearful,59
527,4,5,1,fearful,137
528,4,6,0,fearful,60
529,4,7,1,fearful,53
530,4,8,1,fearful,56
531,5,0,1,fearful,32
532,5,1,1,fearful,43
533,5,2,0,fearful,53
534,5,3,1,fearful,54
535,5,4,1,fearful,57
536,5,5,1,fearful,20
537,5,6,1,fearful,46
538,5,7,0,fearful,39
539,5,8,1,fearful,60
540,6,0,1,fearful,22
541,6,1,0,fearful,13
542,6,2,1,fearful,12
543,6,3,0,fearful,16
544,6,4,0,fearful,14
545,6,5,0,fearful,15
546,6,6,0,fearful,10
547,6,7,0,fearful,25
548,6,8,0,fearful,20
549,7,0,0,fearful,35
550,7,1,0,fearful,22
551,7,2,1,fearful,12
552,7,3,0,fearful,19
553,7,4,0,fearful,12
554,7,5,1,fearful,30
555,7,6,0,fearful,20
556,7,7,0,fearful,35
557,7,8,1,fearful,27
558,8,0,1,fearful,23
559,8,1,0,fearful,20
560,8,2,1,fearful,17
561,8,3,0,fearful,16
562,8,4,0,fearful,33
563,8,5,1,fearful,22
564,8,6,0,fearful,24
565,8,7,1,fearful,31
566,8,8,0,fearful,36
567,9,0,0,fearful,52
568,9,1,0,fearful,34
569,9,2,0,fearful,28
570,9,3,0,fearful,49
571,9,4,1,fearful,76
572,9,5,1,fearful,44
573,9,6,0,fearful,28
574,9,7,0,fearful,57
575,9,8,1,fearful,56
576,10,0,1,fearful,51
577,10,1,0,fearful,65
578,10,2,1,fearful,104
579,10,3,0,fearful,35
580,10,4,0,fearful,156
581,10,5,0,fearful,45
582,10,6,1,fearful,32
583,10,7,0,fearful,24
584,10,8,0,fearful,60
585,11,0,0,fearful,102
586,11,1,1,fearful,150
587,11,2,1,fearful,178
588,11,3,1,fearful,157
589,11,4,0,fearful,369
590,11,5,1,fearful,82
591,11,6,1,fearful,200
592,11,7,1,fearful,202
593,11,8,1,fearful,281
594,12,0,0,fearful,110
595,12,1,0,fearful,134
596,12,2,1,fearful,115
597,12,3,0,fearful,75
598,12,4,0,fearful,76
599,12,5,0,fearful,26
600,12,6,0,fearful,25
601,12,7,1,fearful,47
602,12,8,0,fearful,47
603,13,0,1,fearful,4
604,13,1,0,fearful,4
605,13,2,1,fearful,4
606,13,3,0,fearful,6
607,13,4,0,fearful,6
608,13,5,1,fearful,5
609,13,6,1,fearful,6
610,13,7,1,fearful,4
611,13,8,1,fearful,4
612,14,0,0,fearful,16
613,14,1,1,fearful,9
614,14,2,1,fearful,17
615,14,3,0,fearful,21
616,14,4,1,fearful,15
617,14,5,1,fearful,14
618,14,6,1,fearful,19
619,14,7,1,fearful,14
620,14,8,0,fearful,12
621,15,0,1,fearful,66
622,15,1,0,fearful,66
623,15,2,1,fearful,59
624,15,3,1,fearful,106
625,15,4,0,fearful,69
626,15,5,1,fearful,42
627,15,6,0,fearful,45
628,15,7,1,fearful,76
629,15,8,1,fearful,54
630,16,0,0,fearful,73
631,16,1,1,fearful,56
632,16,2,1,fearful,43
633,16,3,0,fearful,47
634,16,4,1,fearful,69
635,16,5,1,fearful,47
636,16,6,0,fearful,35
637,16,7,1,fearful,71
638,16,8,1,fearful,86
639,17,0,1,fearful,28
640,17,1,1,fearful,30
641,17,2,1,fearful,40
642,17,3,1,fearful,155
643,17,4,0,fearful,21
644,17,5,0,fearful,35
645,17,6,1,fearful,63
646,17,7,0,fearful,24
647,17,8,0,fearful,39
648,18,0,0,fearful,35
649,18,1,0,fearful,70
650,18,2,0,fearful,55
651,18,3,1,fearful,94
652,18,4,1,fearful,67
653,18,5,0,fearful,52
654,18,6,1,fearful,43
655,18,7,0,fearful,34
656,18,8,0,fearful,28
657,19,0,1,fearful,28
658,19,1,1,fearful,38
659,19,2,1,fearful,76
660,19,3,0,fearful,38
661,19,4,0,fearful,46
662,19,5,1,fearful,37
663,19,6,1,fearful,19
664,19,7,0,fearful,68
665,19,8,1,fearful,45
666,20,0,1,fearful,71
667,20,1,1,fearful,60
668,20,2,1,fearful,57
669,20,3,1,fearful,54
670,20,4,1,fearful,51
671,20,5,0,fearful,60
672,20,6,1,fearful,52
673,20,7,1,fearful,45
674,20,8,0,fearful,33
675,21,0,0,fearful,72
676,21,1,1,fearful,90
677,21,2,0,fearful,141
678,21,3,1,fearful,73
679,21,4,1,fearful,104
680,21,5,1,fearful,47
681,21,6,0,fearful,66
682,21,7,0,fearful,58
683,21,8,1,fearful,126
684,22,0,0,fearful,42
685,22,1,0,fearful,44
686,22,2,1,fearful,44
687,22,3,0,fearful,35
688,22,4,0,fearful,63
689,22,5,1,fearful,52
690,22,6,1,fearful,49
691,22,7,0,fearful,66
692,22,8,0,fearful,48
693,23,0,1,fearful,20
694,23,1,1,fearful,26
695,23,2,1,fearful,9
696,23,3,1,fearful,23
697,23,4,0,fearful,32
698,23,5,1,fearful,23
699,23,6,1,fearful,48
700,23,7,1,fearful,22
701,23,8,0,fearful,32
702,24,0,0,fearful,94
703,24,1,1,fearful,139
704,24,2,0,fearful,96
705,24,3,0,fearful,127
706,24,4,1,fearful,62
707,24,5,1,fearful,79
708,24,6,0,fearful,83
709,24,7,1,fearful,202
710,24,8,1,fearful,76
711,25,0,1,fearful,43
712,25,1,1,fearful,40
713,25,2,0,fearful,34
714,25,3,0,fearful,80
715,25,4,0,fearful,50
716,25,5,1,fearful,42
717,25,6,1,fearful,70
718,25,7,1,fearful,55
719,25,8,1,fearful,40
720,26,0,1,fearful,15
721,26,1,1,fearful,21
722,26,2,1,fearful,24
723,26,3,0,fearful,10
724,26,4,0,fearful,10
725,26,5,0,fearful,2
726,26,6,0,fearful,4
727,26,7,0,fearful,14
728,26,8,0,fearful,10
729,27,0,0,fearful,64
730,27,1,0,fearful,55
731,27,2,1,fearful,4
732,27,3,1,fearful,99
733,27,4,0,fearful,79
734,27,5,0,fearful,50
735,27,6,0,fearful,108
736,27,7,0,fearful,63
737,27,8,0,fearful,15
738,28,0,1,fearful,10
739,28,1,0,fearful,33
740,28,2,1,fearful,150
741,28,3,0,fearful,14
742,28,4,0,fearful,71
743,28,5,0,fearful,40
744,28,6,1,fearful,66
745,28,7,0,fearful,48
746,28,8,0,fearful,87
747,29,0,1,fearful,19
748,29,1,0,fearful,70
749,29,2,1,fearful,65
750,29,3,0,fearful,85
751,29,4,0,fearful,68
752,29,5,0,fearful,67
753,29,6,0,fearful,86
754,29,7,0,fearful,44
755,29,8,1,fearful,105
756,1,0,1,angry,11
757,1,1,0,angry,20
758,1,2,0,angry,12
759,1,3,0,angry,103
760,1,4,0,angry,74
761,1,5,0,angry,8
762,1,6,0,angry,20
763,1,7,1,angry,4
764,1,8,1,angry,5
765,2,0,0,angry,30
766,2,1,0,angry,47
767,2,2,1,angry,26
768,2,3,1,angry,70
769,2,4,0,angry,88
770,2,5,1,angry,38
771,2,6,0,angry,42
772,2,7,1,angry,47
773,2,8,0,angry,42
774,3,0,1,angry,28
775,3,1,0,angry,38
776,3,2,1,angry,40
777,3,3,0,angry,36
778,3,4,0,angry,32
779,3,5,1,angry,30
780,3,6,0,angry,37
781,3,7,0,angry,42
782,3,8,1,angry,40
783,4,0,0,angry,63
784,4,1,0,angry,142
785,4,2,1,angry,88
786,4,3,0,angry,139
787,4,4,0,angry,139
788,4,5,1,angry,62
789,4,6,1,angry,123
790,4,7,1,angry,196
791,4,8,1,angry,104
792,5,0,1,angry,33
793,5,1,1,angry,23
794,5,2,1,angry,42
795,5,3,1,angry,26
796,5,4,0,angry,38
797,5,5,0,angry,18
798,5,6,0,angry,51
799,5,7,1,angry,53
800,5,8,0,angry,20
801,6,0,1,angry,2
802,6,1,0,angry,2
803,6,2,1,angry,2
804,6,3,0,angry,3
805,6,4,0,angry,2
806,6,5,0,angry,2
807,6,6,0,angry,2
808,6,7,1,angry,2
809,6,8,0,angry,2
810,7,0,1,angry,14
811,7,1,0,angry,25
812,7,2,1,angry,33
813,7,3,1,angry,21
814,7,4,1,angry,35
815,7,5,1,angry,19
816,7,6,1,angry,9
817,7,7,0,angry,25
818,7,8,0,angry,14
819,8,0,1,angry,34
820,8,1,0,angry,51
821,8,2,0,angry,33
822,8,3,0,angry,119
823,8,4,1,angry,46
824,8,5,1,angry,24
825,8,6,1,angry,37
826,8,7,0,angry,43
827,8,8,1,angry,56
828,9,0,1,angry,7
829,9,1,0,angry,5
830,9,2,1,angry,7
831,9,3,1,angry,5
832,9,4,1,angry,5
833,9,5,1,angry,10
834,9,6,1,angry,5
835,9,7,0,angry,6
836,9,8,1,angry,6
837,10,0,1,angry,10
838,10,1,1,angry,17
839,10,2,0,angry,20
840,10,3,0,angry,6
841,10,4,0,angry,27
842,10,5,0,angry,19
843,10,6,0,angry,10
844,10,7,0,angry,24
845,10,8,1,angry,15
846,11,0,1,angry,62
847,11,1,1,angry,62
848,11,2,0,angry,89
849,11,3,1,angry,80
850,11,4,0,angry,49
851,11,5,0,angry,124
852,11,6,1,angry,59
853,11,7,0,angry,90
854,11,8,0,angry,61
855,12,0,1,angry,21
856,12,1,0,angry,24
857,12,2,0,angry,45
858,12,3,0,angry,9
859,12,4,1,angry,49
860,12,5,0,angry,29
861,12,6,1,angry,34
862,12,7,1,angry,56
863,12,8,0,angry,36
864,13,0,1,angry,75
865,13,1,0,angry,66
866,13,2,0,angry,55
867,13,3,1,angry,47
868,13,4,0,angry,65
869,13,5,1,angry,62
870,13,6,0,angry,77
871,13,7,0,angry,123
872,13,8,0,angry,61
873,14,0,0,angry,32
874,14,1,0,angry,45
875,14,2,0,angry,65
876,14,3,0,angry,123
877,14,4,0,angry,49
878,14,5,1,angry,42
879,14,6,0,angry,99
880,14,7,0,angry,21
881,14,8,1,angry,61
882,15,0,1,angry,4
883,15,1,0,angry,7
884,15,2,1,angry,7
885,15,3,0,angry,10
886,15,4,0,angry,7
887,15,5,0,angry,8
888,15,6,0,angry,4
889,15,7,1,angry,6
890,15,8,1,angry,8
891,16,0,1,angry,5
892,16,1,0,angry,10
893,16,2,1,angry,7
894,16,3,0,angry,21
895,16,4,0,angry,12
896,16,5,1,angry,10
897,16,6,0,angry,8
898,16,7,0,angry,13
899,16,8,0,angry,18
900,17,0,0,angry,63
901,17,1,0,angry,16
902,17,2,1,angry,44
903,17,3,0,angry,38
904,17,4,1,angry,55
905,17,5,1,angry,41
906,17,6,0,angry,47
907,17,7,1,angry,29
908,17,8,0,angry,36
909,18,0,0,angry,54
910,18,1,1,angry,62
911,18,2,0,angry,95
912,18,3,1,angry,116
913,18,4,0,angry,74
914,18,5,1,angry,76
915,18,6,1,angry,69
916,18,7,0,angry,120
917,18,8,1,angry,123
918,19,0,1,angry,3
919,19,1,0,angry,11
920,19,2,0,angry,26
921,19,3,0,angry,27
922,19,4,0,angry,31
923,19,5,0,angry,15
924,19,6,0,angry,16
925,19,7,1,angry,16
926,19,8,0,angry,28
927,20,0,0,angry,45
928,20,1,0,angry,65
929,20,2,0,angry,115
930,20,3,0,angry,46
931,20,4,1,angry,104
932,20,5,1,angry,52
933,20,6,0,angry,105
934,20,7,0,angry,114
935,20,8,1,angry,91
936,21,0,1,angry,6
937,21,1,0,angry,39
938,21,2,0,angry,22
939,21,3,0,angry,8
940,21,4,0,angry,16
941,21,5,0,angry,9
942,21,6,0,angry,7
943,21,7,0,angry,16
944,21,8,0,angry,23
945,22,0,1,angry,57
946,22,1,1,angry,52
947,22,2,1,angry,40
948,22,3,0,angry,26
949,22,4,0,angry,40
950,22,5,1,angry,50
951,22,6,0,angry,27
952,22,7,1,angry,65
953,22,8,0,angry,24
954,23,0,0,angry,39
955,23,1,0,angry,40
956,23,2,1,angry,45
957,23,3,1,angry,52
958,23,4,0,angry,44
959,23,5,1,angry,29
960,23,6,0,angry,19
961,23,7,1,angry,24
962,23,8,0,angry,18
963,24,0,0,angry,25
964,24,1,0,angry,37
965,24,2,0,angry,59
966,24,3,1,angry,38
967,24,4,0,angry,55
968,24,5,1,angry,24
969,24,6,1,angry,51
970,24,7,0,angry,64
971,24,8,1,angry,47
972,25,0,0,angry,2
973,25,1,1,angry,2
974,25,2,0,angry,3
975,25,3,0,angry,2
976,25,4,0,angry,2
977,25,5,1,angry,3
978,25,6,0,angry,2
979,25,7,0,angry,3
980,25,8,1,angry,3
981,26,0,0,angry,15
982,26,1,1,angry,49
983,26,2,0,angry,18
984,26,3,0,angry,62
985,26,4,0,angry,47
986,26,5,1,angry,38
987,26,6,0,angry,48
988,26,7,1,angry,39
989,26,8,1,angry,60
990,27,0,1,angry,6
991,27,1,0,angry,5
992,27,2,1,angry,13
993,27,3,0,angry,2
994,27,4,1,angry,3
995,27,5,0,angry,2
996,27,6,0,angry,3
997,27,7,0,angry,5
998,27,8,1,angry,4
999,28,0,0,angry,32
1000,28,1,0,angry,43
1001,28,2,1,angry,23
1002,28,3,0,angry,16
1003,28,4,0,angry,41
1004,28,5,1,angry,19
1005,28,6,1,angry,45
1006,28,7,0,angry,61
1007,28,8,0,angry,23
