,problemid,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_p_stay,gen_tau,gen_alpha,gen_gamma,bf_cp,bf_ss_mn,bf_theta,bf_p_stay,bf_tau,bf_alpha,bf_gamma_mn,msd_cp,msd_ss
80,normal_high_diff,0,200,0.51500000000000001,2.6299999999999999,1,0.0,0.01,,,0.50229734685635685,3.6299999917764527,1,0.72451790571200003,0.37524104714400003,,,0.012702653143643161,8.2235471765557122e-09
81,normal_high_diff,1,200,0.46000000000000002,2.8650000000000002,1,0.0,0.01,,,0.50229734685635685,3.8650000085209735,1,0.74126778841000007,0.42936610579499995,,,0.042297346856356832,8.5209732603175325e-09
82,normal_high_diff,2,200,0.47499999999999998,3.3399999999999999,1,0.0,0.01,,,0.50229734685635685,4.3399999970198078,1,0.76958525329799998,0.35895737335100003,,,0.027297346856356874,2.9801920931049608e-09
83,normal_high_diff,3,200,0.5,2.8300000000000001,1,0.0,0.01,,,0.50229734685635685,3.8300000183379641,1,0.73890339550600004,0.37835103662199998,,,0.0022973468563568522,1.8337964036163612e-08
84,normal_high_diff,4,200,0.51000000000000001,3.105,1,0.0,0.01,,,0.50229734685635685,4.1049999317348984,1,0.75639463663100004,0.35930268168399998,,,0.0077026531436431567,6.8265102015629964e-08
85,normal_high_diff,5,200,0.47499999999999998,3.04,1,0.0,0.01,,,0.50229734685635685,4.0400000365970667,1,0.75247524976699998,0.348762375116,,,0.027297346856356874,3.659706671044205e-08
86,normal_high_diff,6,200,0.45000000000000001,2.7000000000000002,1,0.0,0.01,,,0.50229734685635685,3.6999999512125417,1,0.72972972616600007,0.39607263691699995,,,0.052297346856356841,4.878745851755184e-08
87,normal_high_diff,7,200,0.48999999999999999,3.0499999999999998,1,0.0,0.01,,,0.50229734685635685,4.050000018713833,1,0.75308642089399991,0.38595678955300006,,,0.012297346856356861,1.8713833149774928e-08
88,normal_high_diff,8,200,0.53000000000000003,3.3300000000000001,1,0.0,0.01,,,0.50229734685635685,4.3300000167444548,1,0.7690531186759999,0.37484844066200002,,,0.027702653143643174,1.6744454711670187e-08
89,normal_high_diff,9,200,0.46000000000000002,3.54,1,0.0,0.01,,,0.50229734685635685,4.5400000324759828,1,0.77973568439500007,0.39763215780299999,,,0.042297346856356832,3.2475982791879687e-08
90,normal_high_diff,0,200,0.77500000000000002,1.8799999999999999,1,0.0,1.0,,,0.63069516293653805,2.8800000109836286,1,0.65277777910199997,0.42361111044900002,,,0.14430483706346198,1.0983628673244539e-08
91,normal_high_diff,1,200,0.73499999999999999,2.2549999999999999,1,0.0,1.0,,,0.63069516293653805,3.2549999556637594,1,0.69278033375699999,0.43173483312100003,,,0.10430483706346194,4.4336240456743781e-08
92,normal_high_diff,2,200,0.75,2.1400000000000001,1,0.0,1.0,,,0.63069516293653793,3.1399999825940386,1,0.68152866065500006,0.44673566967200001,,,0.11930483706346207,1.7405961560967853e-08
93,normal_high_diff,3,200,0.78500000000000003,2.2799999999999998,1,0.0,1.0,,,0.63069516293653805,3.279999985922502,1,0.69512194991099996,0.41493902504399999,,,0.15430483706346199,1.4077497834108499e-08
94,normal_high_diff,4,200,0.755,2.105,1,0.0,1.0,,,0.63069516293653805,3.1050000272109157,1,0.67793881119599997,0.40946342139799996,,,0.12430483706346196,2.7210915742870156e-08
95,normal_high_diff,5,200,0.72499999999999998,2.0499999999999998,1,0.0,1.0,,,0.63069516293653805,3.0499999763625008,1,0.67213114500000004,0.38893442750000001,,,0.094304837063461933,2.3637499069195655e-08
96,normal_high_diff,6,200,0.79500000000000004,2.2450000000000001,1,0.0,1.0,,,0.63069516293653805,3.2450000139241166,1,0.69183359146099999,0.40408320426900002,,,0.16430483706346199,1.3924116526453645e-08
97,normal_high_diff,7,200,0.71499999999999997,1.97,1,0.0,1.0,,,0.63069516293653805,2.9700000334341818,1,0.66329966708999999,0.42772516645499997,,,0.084304837063461924,3.3434182089564501e-08
98,normal_high_diff,8,200,0.78500000000000003,2.125,1,0.0,1.0,,,0.63069516293653805,3.1250000116406267,1,0.6800000011920001,0.43499999940399997,,,0.15430483706346199,1.1640626684794597e-08
99,normal_high_diff,9,200,0.80000000000000004,1.915,1,0.0,1.0,,,0.63069516293653805,2.9150000060572685,1,0.65694682747100008,0.44027658626400001,,,0.169304837063462,6.0572684645876507e-09
100,normal_high_diff,0,200,0.41499999999999998,5.04,1,0.3,0.01,,,0.47183782840675492,6.0399999308777579,1,0.834437084198,0.37028145790100003,,,0.056837828406754942,6.9122242152275248e-08
101,normal_high_diff,1,200,0.48499999999999999,5.1849999999999996,1,0.3,0.01,,,0.47183782840675492,6.1850000877431324,1,0.83831851482399999,0.330840742588,,,0.013162171593245064,8.7743132759499076e-08
102,normal_high_diff,2,200,0.38,4.9450000000000003,1,0.3,0.01,,,0.47183782840675492,5.9450001197602136,1,0.83179142475099999,0.28410428762400003,,,0.091837828406754918,1.1976021330184494e-07
103,normal_high_diff,3,200,0.435,5.1799999999999997,1,0.3,0.01,,,0.47183782840675487,6.180000117923921,1,0.83818770535300002,0.35668739732400001,,,0.036837828406754869,1.1792392129450491e-07
104,normal_high_diff,4,200,0.40000000000000002,4.6749999999999998,1,0.3,0.01,,,0.47183782840675487,5.675000040594977,1,0.82378854751599995,0.35060572624200004,,,0.071837828406754844,4.059497715758198e-08
105,normal_high_diff,5,200,0.46999999999999997,4.6449999999999996,1,0.3,0.01,,,0.47183782840675498,5.6449999833964473,1,0.82285208096700002,0.33896458451599998,,,0.0018378284067550044,1.660355231081212e-08
106,normal_high_diff,6,200,0.46500000000000002,5.0499999999999998,1,0.3,0.01,,,0.47183782840675492,6.0500000081018594,1,0.83471074402300005,0.33264462798799999,,,0.0068378284067548978,8.1018596276294375e-09
107,normal_high_diff,7,200,0.45500000000000002,5.0700000000000003,1,0.3,0.01,,,0.47183782840675498,6.0700000299921699,1,0.83525535501499992,0.35346607249200002,,,0.016837828406754962,2.9992169636727795e-08
108,normal_high_diff,8,200,0.40500000000000003,4.9400000000000004,1,0.3,0.01,,,0.47183782840675492,5.9400000800291437,1,0.83164983391799996,0.33417508304100002,,,0.066837828406754896,8.0029143312287943e-08
109,normal_high_diff,9,200,0.39000000000000001,4.6100000000000003,1,0.3,0.01,,,0.47183782840675487,5.6099999528104227,1,0.82174687907100008,0.36647031046499995,,,0.081837828406754853,4.7189577578876651e-08
110,normal_high_diff,0,200,0.76500000000000001,4.2400000000000002,1,0.3,1.0,,,0.64100372657098337,5.2399999650324336,1,0.80916030407000006,0.34541984796499997,,,0.12399627342901665,3.4967566620025536e-08
111,normal_high_diff,1,200,0.80500000000000005,3.5299999999999998,1,0.3,1.0,,,0.64100372657098326,4.5300001112515922,1,0.77924945354499997,0.37287527322800001,,,0.16399627342901679,1.112515928269886e-07
112,normal_high_diff,2,200,0.81000000000000005,3.5800000000000001,1,0.3,1.0,,,0.64100372657098326,4.5799999978124086,1,0.78165938854200001,0.35917030572899999,,,0.1689962734290168,2.1875914413271857e-09
113,normal_high_diff,3,200,0.78500000000000003,3.4449999999999998,1,0.3,1.0,,,0.64100372657098337,4.4449999997270533,1,0.77502812147099998,0.41248593926399996,,,0.14399627342901666,2.7294699833646519e-10
114,normal_high_diff,4,200,0.77500000000000002,3.5099999999999998,1,0.3,1.0,,,0.64100372657098337,4.5099999365627461,1,0.77827050685900001,0.36086474657099998,,,0.13399627342901665,6.3437253672304905e-08
115,normal_high_diff,5,200,0.76500000000000001,3.3450000000000002,1,0.3,1.0,,,0.64100372657098348,4.3449998932996232,1,0.76985039711000014,0.377574801445,,,0.12399627342901653,1.0670037742244176e-07
116,normal_high_diff,6,200,0.77500000000000002,3.4849999999999999,1,0.3,1.0,,,0.64100372657098337,4.4849999441348851,1,0.77703455686599998,0.36148272156700001,,,0.13399627342901665,5.5865114312325659e-08
117,normal_high_diff,7,200,0.78000000000000003,3.6000000000000001,1,0.3,1.0,,,0.64100372657098337,4.6000000561972794,1,0.78260869830799995,0.33994565084600004,,,0.13899627342901666,5.619727971861721e-08
118,normal_high_diff,8,200,0.80000000000000004,2.9449999999999998,1,0.3,1.0,,,0.64100372657098337,3.9450001008030551,1,0.74651458188899988,0.37830520905599996,,,0.15899627342901668,1.0080305523629818e-07
119,normal_high_diff,9,200,0.81000000000000005,3.1800000000000002,1,0.3,1.0,,,0.64100372657098337,4.180000039867922,1,0.76076555252100009,0.36961722374,,,0.16899627342901669,3.9867922296821234e-08
120,normal_high_diff,0,200,0.745,17.824999999999999,3,0.0,0.01,,,0.57545999608238152,19.314149594221213,2,0.79408402415000001,0.34006736292499995,,,0.16954000391761848,0.48914959422121385
121,normal_high_diff,1,200,0.67000000000000004,17.68,3,0.0,0.01,,,0.57545999608238152,19.214012193954595,2,0.79301085472100008,0.35349457263899997,,,0.09454000391761852,0.5340121939545952
122,normal_high_diff,2,200,0.68500000000000005,18.375,3,0.0,0.01,,,0.5754599960823813,19.441859235911899,2,0.79543664455400009,0.37728167772299998,,,0.10954000391761876,0.066859235911898907
123,normal_high_diff,3,200,0.71999999999999997,18.184999999999999,3,0.0,0.01,,,0.57545999608238141,19.67321662259074,2,0.79784231334900002,0.36982884332500005,,,0.14454000391761856,0.48821662259074117
124,normal_high_diff,4,200,0.72999999999999998,18.120000000000001,3,0.0,0.01,,,0.57545999608238141,19.375610468734784,2,0.79473720490899991,0.352631397545,,,0.15454000391761857,0.25561046873478332
125,normal_high_diff,5,200,0.66500000000000004,18.045000000000002,3,0.0,0.01,,,0.5754599960823813,19.338592556002205,2,0.79434429109100002,0.377827854455,,,0.089540003917618738,0.2935925560022028
126,normal_high_diff,6,200,0.69499999999999995,17.190000000000001,3,0.0,0.01,,,0.5754599960823813,18.549252003281552,2,0.78559286591700006,0.36975086928799999,,,0.11954000391761865,0.35925200328155071
127,normal_high_diff,7,200,0.67000000000000004,18.195,3,0.0,0.01,,,0.5754599960823813,19.716432095349937,2,0.79828541278799992,0.35085729360600004,,,0.094540003917618742,0.52143209534993673
128,normal_high_diff,8,200,0.69999999999999996,18.379999999999999,3,0.0,0.01,,,0.61212305912414788,19.423260746479379,3,0.54363438813999998,0.44129415680200001,,,0.087876940875852072,0.043260746479379719
129,normal_high_diff,9,200,0.70499999999999996,19.120000000000001,3,0.0,0.01,,,0.57545999608238141,20.47269211106045,2,0.80573673751200003,0.36041288124399995,,,0.12954000391761855,0.35269211106044907
130,normal_high_diff,0,200,0.90000000000000002,15.305,3,0.0,1.0,,,0.59361771019107668,16.305000362392061,1,0.93866912126499991,0.26816543936699999,,,0.30638228980892335,3.623920612483289e-07
131,normal_high_diff,1,200,0.89500000000000002,13.375,3,0.0,1.0,,,0.59361771019107656,14.375000348045706,1,0.93043478429299997,0.259782607853,,,0.30138228980892345,3.4804570603341745e-07
132,normal_high_diff,2,200,0.88,14.19,3,0.0,1.0,,,0.59361771019107668,15.189999989569319,1,0.93416721522799995,0.27041639238600002,,,0.28638228980892333,1.043068031947314e-08
133,normal_high_diff,3,200,0.88500000000000001,12.215,3,0.0,1.0,,,0.59361771019107656,13.215000202702425,1,0.9243284158409999,0.29408579208000002,,,0.29138228980892344,2.0270242551134743e-07
134,normal_high_diff,4,200,0.90000000000000002,13.045,3,0.0,1.0,,,0.59361771019107656,14.044999826634145,1,0.92880028392000002,0.29422412561799999,,,0.30638228980892346,1.7336585500515866e-07
135,normal_high_diff,5,200,0.88500000000000001,13.775,3,0.0,1.0,,,0.59361771019107656,14.774999814894755,1,0.93231810405900006,0.29009094797099999,,,0.29138228980892344,1.8510524490977787e-07
136,normal_high_diff,6,200,0.89500000000000002,15.539999999999999,3,0.0,1.0,,,0.59361771019107645,16.5400000430235,1,0.93954050801699995,0.28491724599199997,,,0.30138228980892356,4.3023501206107539e-08
137,normal_high_diff,7,200,0.91000000000000003,13.869999999999999,3,0.0,1.0,,,0.68089380760111284,15.239354818714054,2,0.74641176522699992,0.385802906449,,,0.22910619239888719,0.36935481871405429
138,normal_high_diff,8,200,0.88,14.390000000000001,3,0.0,1.0,,,0.68089380760111273,15.533106694901107,2,0.75120745878700002,0.400372833107,,,0.19910619239888727,0.14310669490110683
139,normal_high_diff,9,200,0.94499999999999995,15.65,3,0.0,1.0,,,0.68089380760111318,16.884951792690789,2,0.77112631797800002,0.42693684101099999,,,0.26410619239888677,0.23495179269079003
140,normal_high_diff,0,200,0.81999999999999995,26.870000000000001,3,0.3,0.01,,,0.72018156326220462,27.980365021017537,4,0.46479003450400003,0.49174438704499995,,,0.099818436737795335,0.11036502101753598
141,normal_high_diff,1,200,0.82999999999999996,28.844999999999999,3,0.3,0.01,,,0.6701849771506877,30.30653120678496,3,0.71355392932899997,0.43072303533600004,,,0.15981502284931226,0.46153120678496151
142,normal_high_diff,2,200,0.82499999999999996,26.664999999999999,3,0.3,0.01,,,0.67018497715068748,28.474017048000242,3,0.69511900041300001,0.40790924979400001,,,0.15481502284931248,0.80901704800024277
143,normal_high_diff,3,200,0.86499999999999999,28.035,3,0.3,0.01,,,0.61601816368619211,29.210590391422606,2,0.86493206098700004,0.34097146950700002,,,0.24898183631380788,0.17559039142260602
144,normal_high_diff,4,200,0.84499999999999997,26.920000000000002,3,0.3,0.01,,,0.67018497715068748,28.246223393943684,3,0.69266026616099996,0.47241986692000004,,,0.1748150228493125,0.32622339394368183
145,normal_high_diff,5,200,0.82499999999999996,25.280000000000001,3,0.3,0.01,,,0.67018497715068714,26.864442721726693,3,0.67685215473199989,0.43657392263400002,,,0.15481502284931281,0.58444272172669187
146,normal_high_diff,6,200,0.80500000000000005,27.995000000000001,3,0.3,0.01,,,0.6701849771506877,29.608664487190318,3,0.70680248737299989,0.40909875631300002,,,0.13481502284931235,0.61366448719031652
147,normal_high_diff,7,200,0.83499999999999996,26.184999999999999,3,0.3,0.01,,,0.67018497715068748,27.58095356497202,3,0.68524703979500001,0.40737648010300004,,,0.16481502284931249,0.39595356497202161
148,normal_high_diff,8,200,0.80500000000000005,26.395,3,0.3,0.01,,,0.67018497715068803,27.766043047924406,3,0.68734519481700007,0.393827402592,,,0.13481502284931202,0.37104304792440601
149,normal_high_diff,9,200,0.85499999999999998,27.524999999999999,3,0.3,0.01,,,0.616018163686192,28.94195870985363,2,0.86367839574799998,0.31816080212600001,,,0.23898183631380798,0.41695870985363115
150,normal_high_diff,0,200,0.92500000000000004,17.379999999999999,3,0.3,1.0,,,0.60839161275541764,18.379999769740138,1,0.945593035227,0.22612926363699998,,,0.3166083872445824,2.3025986095603912e-07
151,normal_high_diff,1,200,0.91500000000000004,19.105,3,0.3,1.0,,,0.60839161275541764,20.104999545921437,1,0.95026112794899997,0.28736943602600001,,,0.30660838724458239,4.5407856319457096e-07
152,normal_high_diff,2,200,0.93000000000000005,16.550000000000001,3,0.3,1.0,,,0.70705278666275218,18.03221234864289,2,0.78813150364700002,0.18173135513399999,,,0.22294721333724787,0.48221234864288931
153,normal_high_diff,3,200,0.95999999999999996,18.84,3,0.3,1.0,,,0.70705278666275195,20.13247289798046,2,0.81023405641299995,0.31363297179299998,,,0.25294721333724801,0.29247289798045983
154,normal_high_diff,4,200,0.91000000000000003,18.074999999999999,3,0.3,1.0,,,0.60839161275541775,19.075000042790464,1,0.94757536053699998,0.26371231973199999,,,0.30160838724458228,4.2790464505060299e-08
155,normal_high_diff,5,200,0.92500000000000004,16.920000000000002,3,0.3,1.0,,,0.60839161275541753,17.919999931783568,1,0.94419642835899997,0.31540178582099998,,,0.31660838724458251,6.8216433390944076e-08
156,normal_high_diff,6,200,0.91000000000000003,17.760000000000002,3,0.3,1.0,,,0.70705278666275195,19.400825242344325,2,0.80307756662400009,0.32346121668799999,,,0.20294721333724808,0.6408252423443237
157,normal_high_diff,7,200,0.92500000000000004,18.164999999999999,3,0.3,1.0,,,0.70705278666275206,19.46386610518914,2,0.80371537208599997,0.335642313957,,,0.21794721333724798,0.29886610518914125
158,normal_high_diff,8,200,0.90500000000000003,16.055,3,0.3,1.0,,,0.60839161275541764,17.054999842900358,1,0.94136616773900006,0.31056691613000004,,,0.29660838724458238,1.5709964173993285e-07
159,normal_high_diff,9,200,0.91500000000000004,17.545000000000002,3,0.3,1.0,,,0.60839161275541753,18.545000048120279,1,0.94607710987299998,0.28946144506299998,,,0.3066083872445825,4.812027754041992e-08
160,normal_high_diff,0,200,0.96999999999999997,25.725000000000001,5,0.0,0.01,,,0.87748795455313877,28.222010638559222,5,0.31188171952999999,0.55890289023500006,,,0.092512045446861202,1.497010638559221
161,normal_high_diff,1,200,0.97999999999999998,26.640000000000001,5,0.0,0.01,,,0.82850703721734997,29.178024407396933,4,0.53663126230199998,0.50980936884900008,,,0.15149296278265001,1.5380244073969322
162,normal_high_diff,2,200,0.97499999999999998,24.135000000000002,5,0.0,0.01,,,0.87748795455313822,26.793229274324791,5,0.27518697977099998,0.60615651011500005,,,0.097512045446861761,1.6582292743247891
163,normal_high_diff,3,200,0.96999999999999997,27.254999999999999,5,0.0,0.01,,,0.87748795455313888,29.513962321180994,5,0.34200358390800001,0.61649820804599997,,,0.092512045446861091,1.258962321180995
164,normal_high_diff,4,200,0.995,26.885000000000002,5,0.0,0.01,,,0.91393248443201269,29.073900599359622,6,0.12106774300300001,0.70118487849800004,,,0.081067515567987303,1.18890059935962
165,normal_high_diff,5,200,0.98499999999999999,24.315000000000001,5,0.0,0.01,,,0.91393248443201014,28.187866583902096,6,0.093440115539100005,0.72691275473000005,,,0.071067515567989847,2.8728665839020948
166,normal_high_diff,6,200,0.98999999999999999,25.920000000000002,5,0.0,0.01,,,0.87748795455313855,28.922350044931594,5,0.32854413967599999,0.59783730516199995,,,0.11251204544686144,2.0023500449315925
167,normal_high_diff,7,200,0.98499999999999999,25.745000000000001,5,0.0,0.01,,,0.82850703721735031,28.469573430746998,4,0.52510056495699997,0.487449717522,,,0.15649296278264968,1.7245734307469966
168,normal_high_diff,8,200,0.98999999999999999,24.25,5,0.0,0.01,,,0.94027352469281289,33.493024922377302,7,0.053230667085199995,0.73568935395699997,,,0.049726475307187101,8.2430249223773018
169,normal_high_diff,9,200,0.98999999999999999,25.93,5,0.0,0.01,,,0.87748795455313822,28.252175398531776,5,0.31261642128199996,0.61400428935899998,,,0.11251204544686177,1.3221753985317761
170,normal_high_diff,0,200,0.35499999999999998,45.229999999999997,5,0.0,1.0,,,0.4489555860139085,46.26480263778636,5,0.46143956333400005,0.50834271833300004,,,0.093955586013908521,0.034802637786363277
171,normal_high_diff,1,200,0.34999999999999998,53.865000000000002,5,0.0,1.0,,,0.43884035751572736,52.677911512373484,6,0.31992850229100001,0.60234043635399992,,,0.088840357515727386,2.187088487626518
172,normal_high_diff,2,200,0.375,55.094999999999999,5,0.0,1.0,,,0.47952231622072294,56.415838400339396,2,0.92912766933400004,0.29793616533299999,,,0.10452231622072294,0.32083840033939737
173,normal_high_diff,3,200,0.34000000000000002,45.310000000000002,5,0.0,1.0,,,0.46930493108645144,46.442293936632055,3,0.80642773209800001,0.36543847770099996,,,0.12930493108645141,0.13229393663205258
174,normal_high_diff,4,200,0.46500000000000002,50.590000000000003,5,0.0,1.0,,,0.45911321357095947,51.993249929474572,4,0.69291193485300007,0.44104403257399999,,,0.005886786429040558,0.40324992947456906
175,normal_high_diff,5,200,0.39000000000000001,46.505000000000003,5,0.0,1.0,,,0.448955586013908,47.173713900745284,5,0.47181618213699994,0.53909190893199999,,,0.05895558601390799,0.33128609925471864
176,normal_high_diff,6,200,0.38,53.509999999999998,5,0.0,1.0,,,0.46930493108645122,53.777069293534879,3,0.83282948881399999,0.33983525559299999,,,0.089304931086451211,0.73293070646511893
177,normal_high_diff,7,200,0.37,52.685000000000002,5,0.0,1.0,,,0.47952231622072305,54.999440184669453,2,0.92730249725299996,0.30822375137399999,,,0.10952231622072306,1.3144401846694507
